===========================================
MEDIDA DE VI V2.9
===========================================

DÍA: 21/11/2024
HORA INICIO: 15:21:37
HORA FINAL: 15:33:30
USUARIO: 
REF.MUESTRA: 
OBSERVACIONES: 
-------------------------------------
CONDICIONES DE MEDIDA:
SELECCIÓN DE SMU VI: HP4154B
TIEMPO DE INTEGRACIÓN VI: IT1 - SHORT
Límite de corriente (A): 1.000000E-2
-------------------------------------
Nº Ciclos de Medida: 1
Cambio de  cada ciclo: IDA
-------------------------------------
Nºmedida	VOLTAJE(volt.)	CORRIENTE(amp.)	IMPEDANCIA(ohm.)	TIEMPO(seg.)	LIMITE_I/V(0/1)

N1	V1	I1	Z1	T1	Lim1	
233.00000E+0	330.00000E-3	-4.33610E-3	-76.10526E+0	0.00000E+0	0.00000E+0
234.00000E+0	340.00000E-3	-4.30800E-3	-78.92293E+0	0.00000E+0	0.00000E+0
235.00000E+0	350.00000E-3	-4.27460E-3	-81.87901E+0	0.00000E+0	0.00000E+0
236.00000E+0	360.00000E-3	-4.23810E-3	-84.94372E+0	0.00000E+0	0.00000E+0
237.00000E+0	370.00000E-3	-4.19090E-3	-88.28653E+0	0.00000E+0	0.00000E+0
238.00000E+0	380.00000E-3	-4.13850E-3	-91.82071E+0	0.00000E+0	0.00000E+0
239.00000E+0	390.00000E-3	-4.07360E-3	-95.73841E+0	0.00000E+0	0.00000E+0
240.00000E+0	400.00000E-3	-3.99210E-3	-100.19789E+0	0.00000E+0	0.00000E+0
241.00000E+0	410.00000E-3	-3.89500E-3	-105.26316E+0	0.00000E+0	0.00000E+0
242.00000E+0	420.00000E-3	-3.76810E-3	-111.46201E+0	0.00000E+0	0.00000E+0
243.00000E+0	430.00000E-3	-3.61160E-3	-119.06080E+0	0.00000E+0	0.00000E+0
244.00000E+0	440.00000E-3	-3.40600E-3	-129.18379E+0	0.00000E+0	0.00000E+0
245.00000E+0	450.00000E-3	-3.14400E-3	-143.12977E+0	0.00000E+0	0.00000E+0
246.00000E+0	460.00000E-3	-2.80150E-3	-164.19775E+0	0.00000E+0	0.00000E+0
247.00000E+0	470.00000E-3	-2.35700E-3	-199.40602E+0	0.00000E+0	0.00000E+0
248.00000E+0	480.00000E-3	-1.79950E-3	-266.74076E+0	0.00000E+0	0.00000E+0
249.00000E+0	490.00000E-3	-1.08700E-3	-450.78197E+0	0.00000E+0	0.00000E+0
250.00000E+0	500.00000E-3	-217.70000E-6	-2.29674E+3	0.00000E+0	0.00000E+0
251.00000E+0	510.00000E-3	833.66000E-6	611.76019E+0	0.00000E+0	0.00000E+0
252.00000E+0	520.00000E-3	2.08000E-3	250.00000E+0	0.00000E+0	0.00000E+0
253.00000E+0	530.00000E-3	3.52250E-3	150.46132E+0	0.00000E+0	0.00000E+0
254.00000E+0	540.00000E-3	5.13650E-3	105.12995E+0	0.00000E+0	0.00000E+0
255.00000E+0	550.00000E-3	6.93890E-3	79.26328E+0	0.00000E+0	0.00000E+0
256.00000E+0	560.00000E-3	8.89300E-3	62.97088E+0	0.00000E+0	0.00000E+0
257.00000E+0	570.00000E-3	10.00100E-3	56.99430E+0	0.00000E+0	1.00000E+0
258.00000E+0	580.00000E-3	10.00100E-3	57.99420E+0	0.00000E+0	1.00000E+0
259.00000E+0	590.00000E-3	10.00100E-3	58.99410E+0	0.00000E+0	1.00000E+0
260.00000E+0	600.00000E-3	10.00100E-3	59.99400E+0	0.00000E+0	1.00000E+0
261.00000E+0	610.00000E-3	10.00100E-3	60.99390E+0	0.00000E+0	1.00000E+0
262.00000E+0	620.00000E-3	10.00100E-3	61.99380E+0	0.00000E+0	1.00000E+0
263.00000E+0	630.00000E-3	10.00100E-3	62.99370E+0	0.00000E+0	1.00000E+0
264.00000E+0	640.00000E-3	10.00100E-3	63.99360E+0	0.00000E+0	1.00000E+0
265.00000E+0	650.00000E-3	10.00100E-3	64.99350E+0	0.00000E+0	1.00000E+0
266.00000E+0	660.00000E-3	10.00100E-3	65.99340E+0	0.00000E+0	1.00000E+0
267.00000E+0	670.00000E-3	10.00100E-3	66.99330E+0	0.00000E+0	1.00000E+0
268.00000E+0	680.00000E-3	10.00100E-3	67.99320E+0	0.00000E+0	1.00000E+0
269.00000E+0	690.00000E-3	10.00100E-3	68.99310E+0	0.00000E+0	1.00000E+0
270.00000E+0	700.00000E-3	10.00100E-3	69.99300E+0	0.00000E+0	1.00000E+0
271.00000E+0	710.00000E-3	10.00100E-3	70.99290E+0	0.00000E+0	1.00000E+0
272.00000E+0	720.00000E-3	10.00100E-3	71.99280E+0	0.00000E+0	1.00000E+0
273.00000E+0	730.00000E-3	10.00100E-3	72.99270E+0	0.00000E+0	1.00000E+0
274.00000E+0	740.00000E-3	10.00100E-3	73.99260E+0	0.00000E+0	1.00000E+0
275.00000E+0	750.00000E-3	10.00100E-3	74.99250E+0	0.00000E+0	1.00000E+0
276.00000E+0	760.00000E-3	10.00100E-3	75.99240E+0	0.00000E+0	1.00000E+0
277.00000E+0	770.00000E-3	10.00100E-3	76.99230E+0	0.00000E+0	1.00000E+0
278.00000E+0	780.00000E-3	10.00100E-3	77.99220E+0	0.00000E+0	1.00000E+0
279.00000E+0	790.00000E-3	10.00100E-3	78.99210E+0	0.00000E+0	1.00000E+0
280.00000E+0	800.00000E-3	10.00100E-3	79.99200E+0	0.00000E+0	1.00000E+0
281.00000E+0	810.00000E-3	10.00100E-3	80.99190E+0	0.00000E+0	1.00000E+0
282.00000E+0	820.00000E-3	10.00100E-3	81.99180E+0	0.00000E+0	1.00000E+0
283.00000E+0	830.00000E-3	10.00100E-3	82.99170E+0	0.00000E+0	1.00000E+0
284.00000E+0	840.00000E-3	10.00100E-3	83.99160E+0	0.00000E+0	1.00000E+0
285.00000E+0	850.00000E-3	10.00100E-3	84.99150E+0	0.00000E+0	1.00000E+0
286.00000E+0	860.00000E-3	10.00100E-3	85.99140E+0	0.00000E+0	1.00000E+0
287.00000E+0	870.00000E-3	10.00100E-3	86.99130E+0	0.00000E+0	1.00000E+0
288.00000E+0	880.00000E-3	10.00100E-3	87.99120E+0	0.00000E+0	1.00000E+0
289.00000E+0	890.00000E-3	10.00100E-3	88.99110E+0	0.00000E+0	1.00000E+0
290.00000E+0	900.00000E-3	10.00100E-3	89.99100E+0	0.00000E+0	1.00000E+0
291.00000E+0	910.00000E-3	10.00100E-3	90.99090E+0	0.00000E+0	1.00000E+0
292.00000E+0	920.00000E-3	10.00100E-3	91.99080E+0	0.00000E+0	1.00000E+0
293.00000E+0	930.00000E-3	10.00100E-3	92.99070E+0	0.00000E+0	1.00000E+0
294.00000E+0	940.00000E-3	10.00100E-3	93.99060E+0	0.00000E+0	1.00000E+0
295.00000E+0	950.00000E-3	10.00100E-3	94.99050E+0	0.00000E+0	1.00000E+0
296.00000E+0	960.00000E-3	10.00100E-3	95.99040E+0	0.00000E+0	1.00000E+0
297.00000E+0	970.00000E-3	10.00100E-3	96.99030E+0	0.00000E+0	1.00000E+0
298.00000E+0	980.00000E-3	10.00100E-3	97.99020E+0	0.00000E+0	1.00000E+0
299.00000E+0	990.00000E-3	10.00100E-3	98.99010E+0	0.00000E+0	1.00000E+0
300.00000E+0	1.00000E+0	10.00100E-3	99.99000E+0	0.00000E+0	1.00000E+0
301.00000E+0	1.01000E+0	10.00100E-3	100.98990E+0	0.00000E+0	1.00000E+0
302.00000E+0	1.02000E+0	10.00100E-3	101.98980E+0	0.00000E+0	1.00000E+0
303.00000E+0	1.03000E+0	10.00100E-3	102.98970E+0	0.00000E+0	1.00000E+0
304.00000E+0	1.04000E+0	10.00100E-3	103.98960E+0	0.00000E+0	1.00000E+0
305.00000E+0	1.05000E+0	10.00100E-3	104.98950E+0	0.00000E+0	1.00000E+0
306.00000E+0	1.06000E+0	10.00100E-3	105.98940E+0	0.00000E+0	1.00000E+0
307.00000E+0	1.07000E+0	10.00100E-3	106.98930E+0	0.00000E+0	1.00000E+0
308.00000E+0	1.08000E+0	10.00100E-3	107.98920E+0	0.00000E+0	1.00000E+0
309.00000E+0	1.09000E+0	10.00100E-3	108.98910E+0	0.00000E+0	1.00000E+0
310.00000E+0	1.10000E+0	10.00100E-3	109.98900E+0	0.00000E+0	1.00000E+0
311.00000E+0	1.11000E+0	10.00100E-3	110.98890E+0	0.00000E+0	1.00000E+0
312.00000E+0	1.12000E+0	10.00100E-3	111.98880E+0	0.00000E+0	1.00000E+0
313.00000E+0	1.13000E+0	10.00100E-3	112.98870E+0	0.00000E+0	1.00000E+0
314.00000E+0	1.14000E+0	10.00100E-3	113.98860E+0	0.00000E+0	1.00000E+0
315.00000E+0	1.15000E+0	10.00100E-3	114.98850E+0	0.00000E+0	1.00000E+0
316.00000E+0	1.16000E+0	10.00100E-3	115.98840E+0	0.00000E+0	1.00000E+0
317.00000E+0	1.17000E+0	10.00100E-3	116.98830E+0	0.00000E+0	1.00000E+0
318.00000E+0	1.18000E+0	10.00100E-3	117.98820E+0	0.00000E+0	1.00000E+0
319.00000E+0	1.19000E+0	10.00100E-3	118.98810E+0	0.00000E+0	1.00000E+0
320.00000E+0	1.20000E+0	10.00100E-3	119.98800E+0	0.00000E+0	1.00000E+0
321.00000E+0	1.21000E+0	10.00100E-3	120.98790E+0	0.00000E+0	1.00000E+0
322.00000E+0	1.22000E+0	10.00100E-3	121.98780E+0	0.00000E+0	1.00000E+0
323.00000E+0	1.23000E+0	10.00100E-3	122.98770E+0	0.00000E+0	1.00000E+0
324.00000E+0	1.24000E+0	10.00100E-3	123.98760E+0	0.00000E+0	1.00000E+0
325.00000E+0	1.25000E+0	10.00100E-3	124.98750E+0	0.00000E+0	1.00000E+0
326.00000E+0	1.26000E+0	10.00100E-3	125.98740E+0	0.00000E+0	1.00000E+0
327.00000E+0	1.27000E+0	10.00100E-3	126.98730E+0	0.00000E+0	1.00000E+0
328.00000E+0	1.28000E+0	10.00100E-3	127.98720E+0	0.00000E+0	1.00000E+0
329.00000E+0	1.29000E+0	10.00100E-3	128.98710E+0	0.00000E+0	1.00000E+0
330.00000E+0	1.30000E+0	10.00100E-3	129.98700E+0	0.00000E+0	1.00000E+0
331.00000E+0	1.31000E+0	10.00100E-3	130.98690E+0	0.00000E+0	1.00000E+0
332.00000E+0	1.32000E+0	10.00100E-3	131.98680E+0	0.00000E+0	1.00000E+0
333.00000E+0	1.33000E+0	10.00100E-3	132.98670E+0	0.00000E+0	1.00000E+0
334.00000E+0	1.34000E+0	10.00100E-3	133.98660E+0	0.00000E+0	1.00000E+0
335.00000E+0	1.35000E+0	10.00100E-3	134.98650E+0	0.00000E+0	1.00000E+0
336.00000E+0	1.36000E+0	10.00100E-3	135.98640E+0	0.00000E+0	1.00000E+0
337.00000E+0	1.37000E+0	10.00100E-3	136.98630E+0	0.00000E+0	1.00000E+0
338.00000E+0	1.38000E+0	10.00100E-3	137.98620E+0	0.00000E+0	1.00000E+0
339.00000E+0	1.39000E+0	10.00100E-3	138.98610E+0	0.00000E+0	1.00000E+0
340.00000E+0	1.40000E+0	10.00100E-3	139.98600E+0	0.00000E+0	1.00000E+0
341.00000E+0	1.41000E+0	10.00100E-3	140.98590E+0	0.00000E+0	1.00000E+0
342.00000E+0	1.42000E+0	10.00100E-3	141.98580E+0	0.00000E+0	1.00000E+0
343.00000E+0	1.43000E+0	10.00100E-3	142.98570E+0	0.00000E+0	1.00000E+0
344.00000E+0	1.44000E+0	10.00100E-3	143.98560E+0	0.00000E+0	1.00000E+0
345.00000E+0	1.45000E+0	10.00100E-3	144.98550E+0	0.00000E+0	1.00000E+0
346.00000E+0	1.46000E+0	10.00100E-3	145.98540E+0	0.00000E+0	1.00000E+0
347.00000E+0	1.47000E+0	10.00100E-3	146.98530E+0	0.00000E+0	1.00000E+0
348.00000E+0	1.48000E+0	10.00100E-3	147.98520E+0	0.00000E+0	1.00000E+0
349.00000E+0	1.49000E+0	10.00100E-3	148.98510E+0	0.00000E+0	1.00000E+0
350.00000E+0	1.50000E+0	10.00100E-3	149.98500E+0	0.00000E+0	1.00000E+0
