===========================================
MEDIDA DE VI V2.9
===========================================

DÍA: 05/11/2024
HORA INICIO: 16:51:43
HORA FINAL: 16:55:54
USUARIO: 
REF.MUESTRA: 
OBSERVACIONES: 
-------------------------------------
CONDICIONES DE MEDIDA:
SELECCIÓN DE SMU VI: HP4154B
TIEMPO DE INTEGRACIÓN VI: IT1 - SHORT
Límite de corriente (A): 1.000000E-1
-------------------------------------
Nº Ciclos de Medida: 1
Cambio de  cada ciclo: IDA
-------------------------------------
Nºmedida	VOLTAJE(volt.)	CORRIENTE(amp.)	IMPEDANCIA(ohm.)	TIEMPO(seg.)	LIMITE_I/V(0/1)

N1	V1	I1	Z1	T1	Lim1	
259.00000E+0	590.00000E-3	13.71000E-3	43.03428E+0	0.00000E+0	0.00000E+0
260.00000E+0	600.00000E-3	16.02000E-3	37.45318E+0	0.00000E+0	0.00000E+0
261.00000E+0	610.00000E-3	18.39000E-3	33.17020E+0	0.00000E+0	0.00000E+0
262.00000E+0	620.00000E-3	20.80500E-3	29.80053E+0	0.00000E+0	0.00000E+0
263.00000E+0	630.00000E-3	23.31000E-3	27.02703E+0	0.00000E+0	0.00000E+0
264.00000E+0	640.00000E-3	25.84000E-3	24.76780E+0	0.00000E+0	0.00000E+0
265.00000E+0	650.00000E-3	28.40500E-3	22.88330E+0	0.00000E+0	0.00000E+0
266.00000E+0	660.00000E-3	31.02500E-3	21.27317E+0	0.00000E+0	0.00000E+0
267.00000E+0	670.00000E-3	33.66100E-3	19.90434E+0	0.00000E+0	0.00000E+0
268.00000E+0	680.00000E-3	36.36600E-3	18.69878E+0	0.00000E+0	0.00000E+0
269.00000E+0	690.00000E-3	39.09500E-3	17.64932E+0	0.00000E+0	0.00000E+0
270.00000E+0	700.00000E-3	41.86400E-3	16.72081E+0	0.00000E+0	0.00000E+0
271.00000E+0	710.00000E-3	44.62100E-3	15.91179E+0	0.00000E+0	0.00000E+0
272.00000E+0	720.00000E-3	47.44000E-3	15.17707E+0	0.00000E+0	0.00000E+0
273.00000E+0	730.00000E-3	50.25500E-3	14.52592E+0	0.00000E+0	0.00000E+0
274.00000E+0	740.00000E-3	53.10600E-3	13.93440E+0	0.00000E+0	0.00000E+0
275.00000E+0	750.00000E-3	55.99600E-3	13.39381E+0	0.00000E+0	0.00000E+0
276.00000E+0	760.00000E-3	58.89500E-3	12.90432E+0	0.00000E+0	0.00000E+0
277.00000E+0	770.00000E-3	61.83100E-3	12.45330E+0	0.00000E+0	0.00000E+0
278.00000E+0	780.00000E-3	64.75400E-3	12.04559E+0	0.00000E+0	0.00000E+0
279.00000E+0	790.00000E-3	67.74100E-3	11.66207E+0	0.00000E+0	0.00000E+0
280.00000E+0	800.00000E-3	70.70500E-3	11.31462E+0	0.00000E+0	0.00000E+0
281.00000E+0	810.00000E-3	73.69200E-3	10.99170E+0	0.00000E+0	0.00000E+0
282.00000E+0	820.00000E-3	76.72100E-3	10.68808E+0	0.00000E+0	0.00000E+0
283.00000E+0	830.00000E-3	79.72700E-3	10.41053E+0	0.00000E+0	0.00000E+0
284.00000E+0	840.00000E-3	82.77900E-3	10.14750E+0	0.00000E+0	0.00000E+0
285.00000E+0	850.00000E-3	85.85000E-3	9.90099E+0	0.00000E+0	0.00000E+0
286.00000E+0	860.00000E-3	88.96300E-3	9.66694E+0	0.00000E+0	0.00000E+0
287.00000E+0	870.00000E-3	92.04100E-3	9.45231E+0	0.00000E+0	0.00000E+0
288.00000E+0	880.00000E-3	95.19600E-3	9.24409E+0	0.00000E+0	0.00000E+0
289.00000E+0	890.00000E-3	98.33100E-3	9.05106E+0	0.00000E+0	0.00000E+0
290.00000E+0	900.00000E-3	99.99100E-3	9.00081E+0	0.00000E+0	0.00000E+0
291.00000E+0	910.00000E-3	99.99100E-3	9.10082E+0	0.00000E+0	0.00000E+0
292.00000E+0	920.00000E-3	99.98700E-3	9.20120E+0	0.00000E+0	0.00000E+0
293.00000E+0	930.00000E-3	99.98700E-3	9.30121E+0	0.00000E+0	0.00000E+0
294.00000E+0	940.00000E-3	99.98700E-3	9.40122E+0	0.00000E+0	0.00000E+0
295.00000E+0	950.00000E-3	99.98700E-3	9.50124E+0	0.00000E+0	0.00000E+0
296.00000E+0	960.00000E-3	99.98700E-3	9.60125E+0	0.00000E+0	0.00000E+0
297.00000E+0	970.00000E-3	99.98700E-3	9.70126E+0	0.00000E+0	0.00000E+0
298.00000E+0	980.00000E-3	99.99100E-3	9.80088E+0	0.00000E+0	0.00000E+0
299.00000E+0	990.00000E-3	99.99100E-3	9.90089E+0	0.00000E+0	0.00000E+0
300.00000E+0	1.00000E+0	99.98700E-3	10.00130E+0	0.00000E+0	0.00000E+0
301.00000E+0	1.01000E+0	99.99100E-3	10.10091E+0	0.00000E+0	0.00000E+0
302.00000E+0	1.02000E+0	99.98700E-3	10.20133E+0	0.00000E+0	0.00000E+0
303.00000E+0	1.03000E+0	99.98700E-3	10.30134E+0	0.00000E+0	0.00000E+0
304.00000E+0	1.04000E+0	99.98700E-3	10.40135E+0	0.00000E+0	0.00000E+0
305.00000E+0	1.05000E+0	99.98700E-3	10.50137E+0	0.00000E+0	0.00000E+0
306.00000E+0	1.06000E+0	99.98700E-3	10.60138E+0	0.00000E+0	0.00000E+0
307.00000E+0	1.07000E+0	99.98700E-3	10.70139E+0	0.00000E+0	0.00000E+0
308.00000E+0	1.08000E+0	99.98700E-3	10.80140E+0	0.00000E+0	0.00000E+0
309.00000E+0	1.09000E+0	99.98700E-3	10.90142E+0	0.00000E+0	0.00000E+0
310.00000E+0	1.10000E+0	99.98700E-3	11.00143E+0	0.00000E+0	0.00000E+0
311.00000E+0	1.11000E+0	99.99100E-3	11.10100E+0	0.00000E+0	0.00000E+0
312.00000E+0	1.12000E+0	99.99100E-3	11.20101E+0	0.00000E+0	0.00000E+0
313.00000E+0	1.13000E+0	99.99100E-3	11.30102E+0	0.00000E+0	0.00000E+0
314.00000E+0	1.14000E+0	99.98700E-3	11.40148E+0	0.00000E+0	0.00000E+0
315.00000E+0	1.15000E+0	99.99100E-3	11.50104E+0	0.00000E+0	0.00000E+0
316.00000E+0	1.16000E+0	99.98700E-3	11.60151E+0	0.00000E+0	0.00000E+0
317.00000E+0	1.17000E+0	99.98700E-3	11.70152E+0	0.00000E+0	0.00000E+0
318.00000E+0	1.18000E+0	99.98700E-3	11.80153E+0	0.00000E+0	0.00000E+0
319.00000E+0	1.19000E+0	99.99100E-3	11.90107E+0	0.00000E+0	0.00000E+0
320.00000E+0	1.20000E+0	99.98700E-3	12.00156E+0	0.00000E+0	0.00000E+0
321.00000E+0	1.21000E+0	99.99100E-3	12.10109E+0	0.00000E+0	0.00000E+0
322.00000E+0	1.22000E+0	99.98700E-3	12.20159E+0	0.00000E+0	0.00000E+0
323.00000E+0	1.23000E+0	99.98700E-3	12.30160E+0	0.00000E+0	0.00000E+0
324.00000E+0	1.24000E+0	99.99100E-3	12.40112E+0	0.00000E+0	0.00000E+0
325.00000E+0	1.25000E+0	99.99100E-3	12.50113E+0	0.00000E+0	0.00000E+0
326.00000E+0	1.26000E+0	99.99100E-3	12.60113E+0	0.00000E+0	0.00000E+0
327.00000E+0	1.27000E+0	99.99100E-3	12.70114E+0	0.00000E+0	0.00000E+0
328.00000E+0	1.28000E+0	99.98700E-3	12.80166E+0	0.00000E+0	0.00000E+0
329.00000E+0	1.29000E+0	99.98700E-3	12.90168E+0	0.00000E+0	0.00000E+0
330.00000E+0	1.30000E+0	99.98700E-3	13.00169E+0	0.00000E+0	0.00000E+0
331.00000E+0	1.31000E+0	99.99100E-3	13.10118E+0	0.00000E+0	0.00000E+0
332.00000E+0	1.32000E+0	99.99100E-3	13.20119E+0	0.00000E+0	0.00000E+0
333.00000E+0	1.33000E+0	99.99100E-3	13.30120E+0	0.00000E+0	0.00000E+0
334.00000E+0	1.34000E+0	99.99100E-3	13.40121E+0	0.00000E+0	0.00000E+0
335.00000E+0	1.35000E+0	99.98700E-3	13.50176E+0	0.00000E+0	0.00000E+0
336.00000E+0	1.36000E+0	99.99100E-3	13.60122E+0	0.00000E+0	0.00000E+0
337.00000E+0	1.37000E+0	99.99100E-3	13.70123E+0	0.00000E+0	0.00000E+0
338.00000E+0	1.38000E+0	99.98700E-3	13.80179E+0	0.00000E+0	0.00000E+0
339.00000E+0	1.39000E+0	99.98700E-3	13.90181E+0	0.00000E+0	0.00000E+0
340.00000E+0	1.40000E+0	99.98700E-3	14.00182E+0	0.00000E+0	0.00000E+0
341.00000E+0	1.41000E+0	99.99100E-3	14.10127E+0	0.00000E+0	0.00000E+0
342.00000E+0	1.42000E+0	99.99100E-3	14.20128E+0	0.00000E+0	0.00000E+0
343.00000E+0	1.43000E+0	99.98700E-3	14.30186E+0	0.00000E+0	0.00000E+0
344.00000E+0	1.44000E+0	99.99100E-3	14.40130E+0	0.00000E+0	0.00000E+0
345.00000E+0	1.45000E+0	99.99100E-3	14.50131E+0	0.00000E+0	0.00000E+0
346.00000E+0	1.46000E+0	99.99100E-3	14.60131E+0	0.00000E+0	0.00000E+0
347.00000E+0	1.47000E+0	99.99100E-3	14.70132E+0	0.00000E+0	0.00000E+0
348.00000E+0	1.48000E+0	99.99100E-3	14.80133E+0	0.00000E+0	0.00000E+0
349.00000E+0	1.49000E+0	99.98700E-3	14.90194E+0	0.00000E+0	0.00000E+0
350.00000E+0	1.50000E+0	99.98700E-3	15.00195E+0	0.00000E+0	0.00000E+0
